name,date
mink/USA/MI-20-028629-004/2020,2020-09-28
mink/USA/MI-CDC-3886841-001/2020,2020-10-16
mink/USA/MI-CDC-3886708-001/2020,2020-10-14
mink/USA/MI-CDC-3886772-001/2020,2020-10-15
mink/USA/MI-CDC-3886430-001/2020,2020-10-16
mink/USA/MI-CDC-3886759-001/2020,2020-10-15
mink/USA/MI-CDC-3886540-001/2020,2020-10-13
mink/USA/MI-CDC-3886712-001/2020,2020-10-14
mink/USA/MI-CDC-3886786-001/2020,2020-10-15
mink/USA/MI-CDC-3886865-001/2020,2020-10-16
mink/USA/MI-CDC-3886800-001/2020,2020-10-15
mink/USA/MI-CDC-3886854-001/2020,2020-10-16
USA/MI-MDHHS-SC22140/2020,2020-10-06
USA/MI-MDHHS-SC22125/2020,2020-10-06
USA/NJ-NYGC-NJ-BioR-303-AmpliSeq/2020,2020-07-02
mink/USA/WI-CDC-3892612-001/2020,2020-10-15
mink/USA/WI-CDC-3892613-001/2020,2020-10-15
mink/USA/WI-CDC-3892840-001/2020,2020-10-15
mink/USA/WI-CDC-3892918-001/2020,2020-10-15
mink/USA/WI-CDC-3892921-001/2020,2020-10-15
mink/USA/WI-CDC-3892588-001/2020,2020-10-13
mink/USA/WI-CDC-3892586-001/2020,2020-10-13
mink/USA/WI-CDC-3892590-001/2020,2020-10-13
mink/USA/WI-CDC-3892581-001/2020,2020-10-13
mink/USA/WI-CDC-3892849-001/2020,2020-10-15
mink/USA/WI-CDC-3892848-001/2020,2020-10-15
mink/USA/WI-CDC-3892916-001/2020,2020-10-15
mink/USA/WI-CDC-3892585-001/2020,2020-10-13
mink/USA/WI-CDC-3892568-001/2020,2020-10-15
mink/USA/WI-CDC-3892578-001/2020,2020-10-13
mink/USA/WI-CDC-3892876-001/2020,2020-10-14
mink/USA/WI-CDC-3892911-001/2020,2020-10-15
mink/USA/WI-CDC-3892596-001/2020,2020-10-13
mink/USA/WI-CDC-3892847-001/2020,2020-10-15
mink/USA/WI-CDC-3892928-001/2020,2020-10-15
mink/USA/WI-CDC-3892625-001/2020,2020-10-15
mink/USA/WI-CDC-3892842-001/2020,2020-10-15
mink/USA/WI-CDC-3892875-001/2020,2020-10-14
mink/USA/WI-CDC-3892894-001/2020,2020-10-13
mink/USA/WI-CDC-3892917-001/2020,2020-10-15
mink/USA/WI-CDC-3892576-001/2020,2020-10-14
mink/USA/WI-CDC-3892899-001/2020,2020-10-13
mink/USA/WI-CDC-3892898-001/2020,2020-10-13
mink/USA/WI-CDC-3892883-001/2020,2020-10-13
mink/USA/WI-CDC-3892583-001/2020,2020-10-13
USA/WI-WSLH-200721/2020,2020-10-03
mink/USA/WI-CDC-3892938-001/2020,2020-10-15
mink/USA/WI-CDC-3892604-001/2020,2020-10-15
mink/USA/WI-CDC-3892621-001/2020,2020-10-15
mink/USA/WI-20-028748-002/2020,2020-10-02
mink/USA/WI-20-028748-001/2020,2020-10-02
mink/USA/WI-CDC-3892624-001/2020,2020-10-15
mink/USA/WI-CDC-3892580-001/2020,2020-10-13
mink/USA/WI-CDC-3892607-001/2020,2020-10-15
mink/USA/WI-20-028748-006/2020,2020-10-02
mink/USA/WI-CDC-3892618-001/2020,2020-10-15
mink/USA/WI-CDC-3892850-001/2020,2020-10-15
mink/USA/WI-CDC-3892896-001/2020,2020-10-13
mink/USA/WI-CDC-3892577-001/2020,2020-10-13
mink/USA/WI-CDC-3892589-001/2020,2020-10-13
mink/USA/WI-CDC-3892587-001/2020,2020-10-13
mink/USA/WI-CDC-3892584-001/2020,2020-10-13
mink/USA/WI-CDC-3892591-001/2020,2020-10-13
mink/USA/WI-CDC-3892592-001/2020,2020-10-13
mink/USA/WI-CDC-3892579-001/2020,2020-10-13
mink/USA/WI-CDC-3892594-001/2020,2020-10-13
mink/USA/WI-20-031493-001/2020,2020-10-28
mink/USA/WI-20-031493-003/2020,2020-10-28
USA/NE-CUMC_21081058/2021,2021-03-08
USA/TX-HMH-MCoV-8963/2020,2020-07-02
USA/TX-HMH-MCoV-8462/2020,2020-07-01
USA/TX-HMH-MCoV-40474/2020,2020-08-03
USA/TX-HMH-3169/2020,2020-06-11
USA/GA-CDC-4049091-001/2020,2020-07-13
USA/TX-HMH-MCoV-33283/2020,2020-12-17
USA/TX-HMH-MCoV-40932/2020,2020-07-21
USA/TX-HMH-MCoV-39934/2020,2020-08-05
USA/TX-HMH-4696/2020,2020-06-22
USA/TX-HMH-4685/2020,2020-06-20
deer/USA/OH-OSU-0057/2021,2021-01-28
deer/USA/OH-OSU-0058/2021,2021-01-28
USA/TX-HMH-MCoV-40777/2020,2020-07-22
USA/TX-HMH-3118/2020,2020-06-11
USA/TX-HMH-MCoV-34187/2020,2020-12-29
cat/USA/TX-TAMU-270-20-032807-007/2020,2020-10-22
cat/USA/TX-TAMU-269-20-032807-002/2020,2020-10-22
cat/USA/TX-TAMU-146-20-024806-001/2020,2020-08-21
dog/USA/TX-TAMU-096-20-024606-001/2020,2020-08-11
USA/TX-HMH-MCoV-35117/2020,2020-08-11
USA/WI-CDC-4065253-001/2021,2021-02-11
USA/TX-HMH-MCoV-34780/2020,2020-08-14
USA/CO-CDPHE-2010132029/2020,2020-10-08
USA/CA-CZB-13805/2020,2020-08-17
USA/CO-CDPHE-2100254859/2021,2021-01-20
USA/AZ-TG745741/2020,2020-11-04
USA/LA-EVTL699/2020,2020-07-14
USA/TX-HMH-MCoV-16299/2020,2020-10-30
USA/TX-HMH-MCoV-12254/2020,2020-09-23
USA/TX-HMH-MCoV-41555/2020,2020-07-21
USA/TX-HMH-MCoV-8792/2020,2020-07-01
USA/TX-HMH-MCoV-34510/2020,2020-08-11
USA/TX-HMH-MCoV-39546/2020,2020-08-08
USA/TX-HMH-MCoV-16519/2020,2020-11-03
USA/TX-HMH-MCoV-47157/2020,2020-07-31
USA/MI-MDHHS-SC26815/2020,2020-05-26
USA/MI-MDHHS-SC22103/2020,2020-05-01
USA/NV-NSPHL-NV2065578/2021,2021-02-01
USA/MI-MDHHS-SC20494/2020,2020-05-01
USA/MI-MDHHS-SC21254/2020,2020-04-04
cat/France/IDF-53/2020,2020-04-17
Turkey/HSGM-B17043/2021,2021-06-16
USA/OH-CDC-QDX23008955/2021,2021-03-16
Spain/VC-IBV-98004353/2020,2020-03-25
Belgium/UGent-2478/2021,2021-02-20
deer/USA/IA-201793/2020,2020-12-06
deer/USA/IA-200239/2020,2020-12-05
Wales/PHWC-318FF/2020,2020-04-11
Spain/IB-IBV-2588/2020,2020-04-13
Kenya/C26/2020,2020-03-21
Spain/UN-ORC01423/2020,2020-03-23
England/LIVE-9A575/2020,2020-03-26
Botswana/R8B58_BHP_AAA24506/2020,2020-09-27
Spain/VC-IBV-98003432/2020,2020-04-02
Wales/PHWC-330E6/2020,2020-04-14
dog/Germany/BY-MVP-000002394/2020,2020-11-24
England/NOTT-10FCDF/2020,2020-04-08
England/CAMB-845C9/2020,2020-04-16
Madagascar/IPM-01918/2021,2021-02-15
Iceland/924/2020,2020-04-14
dog/USA/TX-TAMU-392-21-002748-002/2020,2020-12-22
Turkey/HSGM-B17214/2021,2021-06-16
dog/Germany/BY-MVP-000003828/2020,2020-11-24
Germany/BW-RKI-I-047751/2021,2021-03-04
USA/CO-CDPHE-2009212091/2020,2020-09-21
South_Africa/Tygerberg_1233/2020,2020-07-31
USA/IL-NM-8519/2020,2020-04-11
United_Arab_Emirates/0070/2020,2020-05-18
lion/Spain/CT-ZooBarcelona-CR-158-35-P002TH1H6/2020,2020-11-16
lion/Spain/CT-ZooBarcelona-CR_162.1.1-R009AO3D1/2020,2020-11-13
lion/Spain/CT-ZooBarcelona-CR-158-2-IrsiCaixaP002TH1H2/2020,2020-11-11
lion/Spain/CT-ZooBarcelona-CR-129-IrsiCaixaP002TH1G10/2020,2020-11-10
lion/Spain/CT-ZooBarcelona-CR-122-IrsiCaixaP002TH1G5/2020,2020-11-11
lion/Spain/CT-ZooBarcelona-CR-158-10-IrsiCaixaP002TH1H3/2020,2020-11-10
lion/Spain/CT-ZooBarcelona-CR-123-IrsiCaixaP002TH1G6/2020,2020-11-11
lion/Spain/CT-ZooBarcelona-CR-130-IrsiCaixaP002TH1G11/2020,2020-11-10
lion/Spain/CT-ZooBarcelona-CR-132-IrsiCaixaP002TH1H1/2020,2020-11-10
lion/Spain/CT-ZooBarcelona-CR-131-IrsiCaixaP002TH1G12/2020,2020-11-10
lion/Spain/CT-ZooBarcelona-CR-158-62-IrsiCaixaP002TH1H11/2020,2020-11-18
lion/Spain/CT-ZooBarcelona-CR-158-51-IrsiCaixaP002TH1H8/2020,2020-11-15
lion/Spain/CT-ZooBarcelona-CR-158-30-IrsiCaixaP002TH1H5/2020,2020-11-13
lion/Spain/CT-ZooBarcelona-CR-158-66-IrsiCaixaP002TH1H12/2020,2020-11-18
lion/Spain/CT-ZooBarcelona-CR-128-IrsiCaixaR005TQ1B6/2020,2020-11-11
lion/Spain/CT-ZooBarcelona-CR-158-54-IrsiCaixaP002TH1H9/2020,2020-11-15
lion/Spain/CT-ZooBarcelona-CR-127-IrsiCaixaP002TH1G9/2020,2020-11-11
lion/Spain/CT-ZooBarcelona-CR-158-28-IrsiCaixaP002TH1H4/2020,2020-11-13
lion/Spain/CT-ZooBarcelona-CR-142-IrsiCaixaR003MP1E12/2020,2020-11-23
dog/Italy/Dog399-20BA/2020,2020-11-04
dog/Netherlands/un-EMC-2/2020,2020-10-29
France/OCC-CHU-TLS-210621389301/2021,2021-03-03
France/OCC-CHU-TLS-210561292701/2021,2021-01-28
France/OCC-CHU-TLS-210541428301/2021,2021-02-23
cat/Italy/VE-IZSVe-20DIA30040-2/2020,2020-11-27
cat/Latvia/2561/2021,2021-02-11
mink/Latvia/2333/2021,2021-04-23
mink/Latvia/2341/2021,2021-04-27
mink/Latvia/5341/2021,2021-10-07
mink/Latvia/5337/2021,2021-10-13
Denmark/DCGC-35899/2021,2021-01-18
tiger/Sweden/SVA210113SZ0259-KN007616/2021,2021-01-12
lion/Sweden/SVA210116SZ851937/2021,2021-01-12
lion/Sweden/SVA210116SZ851481/2021,2021-01-12
Switzerland/VD-ETHZ-300422/2020,2020-09-29
England/MILK-B8FA6A/2020,2020-11-13
USA/WY-WPHL-21024046/2021,2021-03-18
USA/TX-HMH-MCoV-23834/2021,2021-01-14
USA/CA-CDPH-3000012815/2021,2021-02-13
USA/TX-HMH-MCoV-33692/2020,2020-12-31
USA/CA-CDPH-2000041213/2021,2021-03-04
Mexico/CMX-INER-IBT-1135/2020,2020-07-03
USA/CA-CDPH-2000025717/2021,2021-01-13
DRC/11300/2020,2020-05-25
USA/WA-UW-67382/2021,2021-03-13
England/MILK-A7CBF5/2020,2020-10-15
Denmark/DCGC-28436/2021,2021-01-04
Canada/QC-L00327283001/2021,2021-02-20
Canada/QC-L00325825001/2021,2021-02-17
Canada/Qc-HCLM-7051651399/2021,2021-02-03
Canada/QC-1nIEOQ-7056295969/2021,2021-02-06
Canada/QC-1nIEOQ-7051625288/2021,2021-01-24
Canada/Qc-HCLM-7051641585/2021,2021-01-30
Canada/QC-1nIOU-A6105600/2021,2021-02-10
Canada/QC-1nIOU-A6223422/2021,2021-02-22
Canada/QC-L00344931001/2021,2021-04-10
Canada/QC-L00344413/2021,2021-04-05
Canada/QC-1nMCY-S9101642/2021,2021-01-10
Canada/QC-1nQUP-9966706449/2021,2021-03-05
Canada/QC-1nDWVQ-MX21112971/2021,2021-03-22
Canada/QC-HCLM-7056264461/2021,2021-01-21
Canada/QC-1nKGZ-R8092409/2021,2021-02-09
Canada/QC-1nSKP-8143279791/2021,2021-03-01
Canada/QC-1nKGZ-R7030873/2021,2021-01-03
Canada/QC-HPB-U01423739Q/2020,2020-12-14
Canada/Qc-PSM-0069499032/2021,2021-02-02
Canada/QC-1nMCY-T0011377/2021,2021-02-01
Canada/QC-1nIUH-5524313426/2021,2021-02-24
Canada/QC-1nSKP-8143365150/2021,2021-03-17
Canada/QC-1nIUH-5524329881/2021,2021-03-12
Canada/QC-1nIUH-5524327431/2021,2021-03-10
mink/Spain/AR-CEETE-MINK02/2020,2020-07-17
mink/Spain/AR-CEETE-MINK01/2020,2020-07-17
mink/Spain/AR-CEETE-MINK05/2020,2020-07-17
mink/Spain/AR-CEETE-MINK03/2020,2020-07-17
mink/Spain/AR-CEETE-MINK04/2020,2020-07-17
Turkey/HSGM-B16924/2021,2021-06-15
Turkey/HSGM-B16840/2021,2021-06-16
Turkey/HSGM-B16954/2021,2021-06-16
Gambia/GC19-1715/2020,2020-05-22
Turkey/HSGM-CF5953/2021,2021-08-16
Turkey/HSGM-D21336/2021,2021-08-20
Turkey/HSGM-D23828/2021,2021-08-21
gorilla/USA/CA-ALSR-5742/2021,2021-01-10
Turkey/HSGM-B17117/2021,2021-06-16
Turkey/HSGM-4304/2021,2021-02-12
USA/CA-SEARCH-53317/2021,2021-08-27
USA/CA-CDPH-2000016455/2020,2020-12-16
cat/Netherlands/NB04_55/2020,2020-05-30
mink/Netherlands/NB-EMC-20-34/2020,2020-07-09
mink/Netherlands/NB-EMC-38-40/2020,2020-08-22
mink/Netherlands/NB-EMC-47-3/2020,2020-09-04
mink/Netherlands/NB-EMC-51-10/2020,2020-09-12
mink/Netherlands/NB-EMC-51-20/2020,2020-09-12
mink/Netherlands/NB-EMC-56-8/2020,2020-09-23
mink/Netherlands/NB-EMC-47-1/2020,2020-09-04
mink/Netherlands/NB-EMC-64-3/2020,2020-10-14
mink/Netherlands/NB-EMC-53-28/2020,2020-06-15
mink/Netherlands/NB-EMC-53-21/2020,2020-06-15
mink/Netherlands/NB-EMC-1-1/2020,2020-04-28
mink/Netherlands/NB-EMC-12-11/2020,2020-06-07
India/UK-NCDC-2609206/2021,2021-04-15
lion/India/TG-CCMB-L2/2021,2021-04-26
lion/India/TG-CCMB-L1/2021,2021-04-26
Turkey/HSGM-B17839/2021,2021-06-17
Spain/PV-IBV-000904/2020,2020-03-26
USA/NV-NSPHL-NV2050489/2021,2021-04-29
cat/Croatia/4604/2021,2021-04-15
Germany/un-RKI-I-078724/2021,2021-03-31
Germany/SN-RKI-I-057886/2021,2021-03-16
Germany/un-RKI-I-066278/2021,2021-03-30
Germany/un-RKI-I-066291/2021,2021-03-29
Germany/un-RKI-I-064793/2021,2021-03-11
Germany/un-RKI-I-064828/2021,2021-03-12
Germany/BY-RKI-I-054159/2021,2021-03-19
mink/Slovenia/D1/2020,2020-11-23
dog/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI427/2021,2021-03-02
dog/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI426/2021,2021-01-27
USA/CA-CDPH-MC1133017/2020,2020-10-08
Russia/SVE-RII-MH16165S/2021,2021-02-28
Belize/CML-19/2021,2021-01-25
Canada/ABPHL-04169/2020,2020-11-30
USA/AZ-TG779778/2020,2020-11-05
USA/CA-CSMC503/2020,2020-11-16
USA/SC-DHEC-0369/2021,2021-02-10
USA/CA-CZB-27231/2021,2021-02-18
Spain/CT-IBV-97013578/2020,2020-04-13
cat/Hong_Kong/20-04236/2020,2020-03-30
Spain/NC-IBV-001426/2020,2020-03-23
Israel/CVL-414/2020,2020-12-27
Switzerland/SH-ETHZ-370454/2020,2020-11-16
deer/USA/IA-201796/2020,2020-12-06
deer/USA/IA-203522/2020,2020-12-08
deer/USA/IA-201797/2020,2020-12-06
deer/USA/IA-201795/2020,2020-12-06
deer/USA/IA-203525/2020,2020-12-08
deer/USA/IA-203526/2020,2020-12-08
deer/USA/IA-203700/2020,2020-12-09
deer/USA/IA-203701/2020,2020-12-09
deer/USA/IA-203704/2020,2020-12-09
USA/CA-CDPH-1002004742/2020,2020-11-11
USA/SD-SDPHL-0438/2020,2020-09-08
USA/AZ-TG796469/2020,2020-10-16
mink/USA/UT-20-032049-008/2020,2020-10-29
mink/USA/UT-20-031893-010/2020,2020-10-29
mink/USA/UT-20-031894-017/2020,2020-10-29
mink/USA/UT-20-031894-014/2020,2020-10-29
mink/USA/UT-20-032048-008/2020,2020-10-29
mink/USA/UT-20-032048-005/2020,2020-10-29
mink/USA/UT-20-032049-004/2020,2020-10-29
mink/USA/UT-20-031893-001/2020,2020-10-29
mink/USA/UT-20-028674-005/2020,2020-10-01
mink/USA/UT-20-028674-001/2020,2020-10-01
mink/USA/UT-20-027448-002/2020,2020-09-22
mink/USA/UT-20-027447-004/2020,2020-09-22
mink/USA/UT-20-027447-002/2020,2020-09-22
cat/USA/CA-21-000296-001/2020,2020-12-28
mink/USA/UT-20-027448-004/2020,2020-09-22
mink/USA/UT-20-026330-002/2020,2020-09-14
mink/USA/UT-20-026330-003/2020,2020-09-14
mink/USA/UT-20-026330-006/2020,2020-09-14
USA/KS-MAWD-7093230.A/2021,2021-02-04
Israel/CVL-3231/2021,2021-01-20
USA/FL-Shands-VTM-1605/2021,2021-04-15
USA/CA-UCSF-UC912/2020,2020-12-31
deer/USA/IA-206535/2020,2020-12-22
deer/USA/IA-206739/2020,2020-12-15
USA/WY-WYPHL-20087471/2020,2020-10-02
cat/USA/AL-20-028488-001/2020,2020-09-25
cat/USA/TX-TAMU-197-20-028752-001/2020,2020-09-22
USA/WY-WYPHL-20149867/2020,2020-11-24
deer/USA/IA-201821/2020,2020-12-10
deer/USA/IA-201833/2020,2020-12-10
deer/USA/IA-201835/2020,2020-12-10
deer/USA/IA-201820/2020,2020-12-10
cat/USA/TX-TAMU-013/2020,2020-06-28
USA/KS-KHEL-0743/2020,2020-12-03
tiger/USA/TX-21-002026-001/2021,2021-01-16
lion/USA/TX-21-004077-001/2021,2021-02-03
USA/GA-CDC-STM-000014710/2021,2021-02-13
USA/GA-CDC-LC0023529/2021,2021-03-04
Mexico/CMX-INMEGEN-04-07-58/2020,2020-06-12
USA/AZ-TG785087/2020,2020-11-08
cat/USA/20-023863-001/2020,2020-08-13
cat/USA/TX-TAMU-104-20-024799-001/2020,2020-08-12
cat/USA/VA-20-037760-004/2020,2020-12-18
USA/NY-Wadsworth-21027845-01/2021,2021-02-24
mink/Belarus/RRPCEM-VIS_2216O/2020,2020-06-22
mink/Belarus/RRPCEM-VIS_2210O/2020,2020-06-22
cat/Belarus/RRPCEM-VIS_1884O/2020,2020-11-19
USA/PA-MGEL-00907/2020,2020-10-31
cat/Switzerland/ZH-UZH-S20_1829/2020,2020-12-30
England/CAMC-B99FD7/2020,2020-11-15
USA/NJ-CDC-LC0017080/2021,2021-02-11
Spain/NC-CHN-01001074/2021,2021-02-04
USA/CA-LACPHL-AF00969/2020,2020-12-18
Sweden/21-20437/2021,2021-01-20
Canada/BC-BCCDC-105519/2021,2021-05-13
Canada/SK-NML-109690/2021,2021-06-22
Canada/BC-BCCDC-158569/2021,2021-07-15
Brazil/SP-IB_101051/2021,2021-04-07
Brazil/TO-NXBS2224GENOV70975091136/2021,2021-06-07
USA/MA-CDCBI-CRSP_HHN7DU3452JSNORW/2021,2021-08-07
Brazil/SP-HIAE-ID201/2021,2021-05-23
USA/NY-PRL-2021_0405_00K09/2021,2021-03-31
Brazil/RJ-LNN00891/2021,2021-04-14
Brazil/SP-IAL-4338/2021,2021-07-19
cat/Brazil/BA-UFOB/2021,2021-05-01
Brazil/SP-IAL-5132/2021,2021-08-24
France/PAC-HCL021056641501/2021,2021-03-16
Brazil/SP-IB_102032/2021,2021-04-25
Brazil/SP-IB_102109/2021,2021-04-25
Brazil/SP-IB_100962/2021,2021-04-05
Chile/AN-119299/2021,2021-06-30
Brazil/MG-HLAGYN-1861301/2021,2021-08-21
Belgium/IPG-285/2021,2021-04-26
USA/OR-CDC-LC0069616/2021,2021-06-02
Brazil/SP-19502/2021,2021-04-01
USA/MA-UMASSMED-P028G03/2021,2021-05-27
cat/Latvia/411/2020,2020-12-17
lion/India/TG-CCMB-L4/2021,2021-04-26
cat/USA/CT-21-002490-001/2021,2021-01-23
cat/USA/CT-21-002728-001/2021,2021-01-23
cat/Japan/VetC1/2020,2020-09-15
cat/Japan/VetC7/2021,2021-01-15
hamster/Russia/MOW-Moscow_PMVL-1-B1/2020,2020-07-30
hamster/Russia/MOW-Moscow_PMVL-1-B2/2020,2020-07-30
Peru/LIM-UPCH-1608/2020,2020-09-14
Argentina/INEI104721/2021,2021-04-26
Argentina/PAIS-E0490/2021,2021-10-26
Argentina/PAIS-E0483/2021,2021-10-28
Peru/LIM-INS-423/2021,2021-01-17
El_Salvador/INC-LNSP-033/2021,2021-08-02
cat/Peru/sc2_cat2/2021,2021-03-26
cat/Peru/sc2_cat1/2021,2021-03-26
cat/Peru/sc2_cat3/2021,2021-05-02
dog/Croatia/4603/2021,2021-04-15
cat/France/Env-Ba/2020,2020-05-14
cat/France/Env-Di/2020,2020-05-14
dog/Hong_Kong/20-03695/2020,2020-03-18
cat/USA/KY-20-026484-001/2020,2020-09-08
cat/Switzerland/ZH-UZH-Cat1/2020,2020-11-16
dog/USA/TX-20-018592-001/2020,2020-06-26
cat/England/CVR-Cat2/2020,2020-05-02
cat/Russia/LEN-RII-22390S/2021,2021-01-08
coati/Brazil/MG-FUNED-Q535/2021,2021-02-18
monkey/USA/MD-USAMRIID-AGM/2020,2020-04-06
cat/Greece/2K/2020,2020-11-23
cat/Russia/RII-LEN-22246S/2021,2021-01-06
mink/Canada/BC-E/2020,2020-12-04
mink/Canada/A/2020,2020-12-04
mink/Canada/B/2020,2020-12-04
mink/Canada/C/2020,2020-12-04
mink/Canada/D/2020,2020-12-04
cat/Latvia/2560/2021,2021-02-25
tiger/USA/VA-21-010728-003/2021,2021-04-09
tiger/USA/VA-21-010728-001/2021,2021-04-09
cat/France/un-JockerO/2021,2021-03-22
cat/USA/TX-TAMU-571-21-012903-001/2021,2021-04-15
dog/USA/MS-21-012417-001/2021,2021-04-16
otter/USA/GA-21-011485-005/2021,2021-04-16
otter/USA/GA-21-011485-003/2021,2021-04-16
otter/USA/GA-21-011485-011/2021,2021-04-16
otter/USA/GA-21-011485-007/2021,2021-04-16
otter/USA/GA-21-011485-009/2021,2021-04-16
cat/USA/TX-TAMU-562-21-012714-001/2021,2021-04-15
cat/USA/TX-TAMU-21-005988-005-467/2021,2021-02-12
dog/USA/TX-TAMU-21-005988-002-466/2021,2021-02-12
dog/Switzerland/TI-USZ_14_Tier1_Follow_up_1_Nase/2021,2021-06-03
cat/Germany/NW-FLI-0721/2021,2021-04-09
lion/Czech_Republic/3855-1/2021,2021-02-25
leopard/Czech_Republic/4102-5/2021,2021-03-01
tiger/Czech_Republic/4243-7/2021,2021-03-03
gorilla/Czech_Republic/4243-6/2021,2021-03-03
gorilla/Czech_Republic/5145-2/2021,2021-03-17
dog/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI057/2021,2021-03-02
dog/Thailand/CU27042N/2021,2021-05-04
cat/Thailand/CU27081N/2021,2021-05-07
dog/Thailand/CU27184N/2021,2021-05-19
lion/USA/PA-21-010357-002/2021,2021-04-04
cat/Argentina/PAIS-C0164/2021,2021-05-10
lion/Sri_Lanka/CDR236/2021,2021-06-16
cat/Italy/PIE-IGA-cat/2021,2021-03-10
cat/France/un-UCN-JockerR/2021,2021-03-22
Turkey/HSGM-B4075/2021,2021-03-31
Austria/CeMM22012/2021,2021-12-28
USA/ID-CDC-LC0470926/2022,2022-01-04
USA/NC-CDC-LC0464384/2022,2022-01-04
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1NT-P2-8420/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM2NT-P1-8413/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1-NT-p2-vero-8234/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM2-NT-p1-vero-8229/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM2-lung-p1-vero-8231/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-12521-1-HAM10-NT-p1-vero-8233/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1-lung-p2-vero-8235/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1-NT-p1-vero-8230/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-12521-1-HAM9-NT-p1-vero-8232/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1NT-P1-8411/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-12521-1-HAM9NT-P1-8414/2021,2021-12-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1NT-P2-8418/2021,2021-11-15
Sweden/SUS0007627/2021,2021-12-27
USA/ME-CDCBI-CRSP_BBTUNSG3YMFIQPTP/2022,2022-01-10
Georgia/Tb-sNGS3049/2022,2022-01-08
Saudi_Arabia/KFSHRC_0108Y/2021,2021-12-17
Peru/MOQ-INS-12425/2021,2021-12-27
Zambia/ZMB-128404/2021,2021-11-30
Switzerland/SG-CLM-01146424/2022,2022-01-14
USA/MS-UMMC-M42H5-523538/2022,2022-01-03
Bosnia_and_Herzegovina/VFS-UNSA-LMGFI1215/2022,2022-01-05
Norway/32419/2021,2021-12-13
New_Zealand/22CH0306/2022,2022-01-11
Mexico/ROO-INMEGEN-50-49/2022,2022-01-03
Denmark/DCGC-308154/2022,2022-01-03
Ghana/NMIMR-NCOV-21-60813/2021,2021-12-08
Pakistan/NIH-B33-S4/2021,2021-12-30
env/Austria/CeMM22287/2022,2022-01-09
Jordan/Biolab0472/2022,2022-01-07
dog/USA/TX-TAMU-077/2020,2020-07-28
mink/Denmark/mDK-314/2020,2020-11-16
cat/Denmark/mDK-317/2020,2020-11-17
cat/Denmark/mDK-315/2020,2020-11-17
mink/Denmark/mDK-228/2020,2020-11-02
cat/Denmark/mDK-316/2020,2020-11-17
mink/Denmark/mDK-304/2020,2020-11-10
mink/Denmark/mDK-23/2020,2020-10-27
mink/Denmark/mDK-590/2020,2020-10-13
mink/Denmark/mDK-591/2020,2020-10-13
mink/Denmark/mDK-71/2020,2020-09-23
mink/Denmark/mDK-422/2020,2020-10-27
mink/Denmark/mDK-566/2020,2020-10-15
mink/Denmark/mDK-273/2020,2020-11-09
mink/Denmark/mDK-522/2020,2020-10-20
mink/Denmark/mDK-187/2020,2020-11-03
mink/Denmark/mDK-189/2020,2020-11-03
mink/Denmark/mDK-72/2020,2020-09-24
mink/Denmark/mDK-78/2020,2020-09-09
mink/Denmark/mDK-82/2020,2020-09-09
mink/Denmark/mDK-527/2020,2020-10-16
mink/Denmark/mDK-532/2020,2020-10-19
mink/Denmark/mDK-497/2020,2020-10-21
mink/Denmark/mDK-198/2020,2020-11-03
mink/Denmark/mDK-560/2020,2020-10-19
mink/Denmark/mDK-214/2020,2020-11-02
mink/Denmark/mDK-176/2020,2020-11-05
mink/Denmark/mDK-152/2020,2020-11-06
mink/Poland/210209_3596/2021,2021-01-27
cat/USA/TX-TAMU-172-20-027713-002/2020,2020-09-11
cat/Thailand/CU27516/2021,2021-07-15
Thailand/Bangkok-CONI-0750/2021,2021-05-18
Cambodia/890986/2021,2021-12-09
Cambodia/814742/2021,2021-10-03
Kenya/SS4104/2021,2021-10-08
dog/Thailand/CU27791/2021,2021-09-14
Myanmar/DSMRC039/2021,2021-11-12
Bolivia/SAN-CABANA-PE-UPCH-2283/2021,2021-10-14
Peru/TAC-INS-7838/2021,2021-09-28
Australia/NSW-RPAH-2234/2022,2022-01-08
Mexico/QUE_InDRE_FB43885_S7920/2021,2021-09-23
lion/USA/CO-21-031946-010/2021,2021-10-14
lion/USA/CO-21-031946-011/2021,2021-10-14
lion/USA/CO-21-031946-007/2021,2021-10-14
lion/USA/CO-21-031946-006/2021,2021-10-14
lion/USA/CO-21-031946-001/2021,2021-10-14
