task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	b8/b03255	1179984	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet.csv)	COMPLETED	0	2022-02-14 11:39:46.905	985ms	0ms	59.5%	11.3 MB	16.3 MB	691.5 KB	1.7 KB
10	0c/30d938	1180327	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (3182)	COMPLETED	0	2022-02-14 11:39:47.959	828ms	6ms	76.2%	0	0	373 KB	288.5 KB
11	e7/a04105	1180346	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4534)	COMPLETED	0	2022-02-14 11:39:47.969	882ms	12ms	59.3%	2.9 MB	3.9 MB	12.8 MB	12.7 MB
7	e7/da1a3c	1180966	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (3165)	COMPLETED	0	2022-02-14 11:39:48.790	646ms	7ms	88.9%	2.9 MB	3.9 MB	3.3 MB	3.2 MB
13	4d/0afc21	1181025	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4538)	COMPLETED	0	2022-02-14 11:39:48.856	635ms	8ms	88.9%	2.9 MB	3.9 MB	5.8 MB	5.7 MB
12	7a/260c74	1181492	NFCORE_VIRALRECON:ILLUMINA:CAT_FASTQ (4535)	COMPLETED	0	2022-02-14 11:39:49.440	534ms	7ms	84.2%	2.9 MB	3.9 MB	3.1 MB	3.1 MB
6	a0/70c288	1181753	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (SARS-CoV-2.reference.fasta)	COMPLETED	0	2022-02-14 11:39:49.977	705ms	0ms	62.7%	3.2 MB	5.4 MB	139.3 KB	4.8 KB
8	d1/121955	1180298	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4542)	COMPLETED	0	2022-02-14 11:39:47.934	4.1s	2s	150.5%	240.6 MB	4.6 GB	20 MB	2 MB
4	cd/0a7001	1181757	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (SARS-CoV-2.reference.fasta)	COMPLETED	0	2022-02-14 11:39:49.980	2.3s	1s	55.1%	76.8 MB	15.4 GB	17.9 MB	17.1 KB
2	18/f88668	1182391	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:UNTAR_NEXTCLADE_DB (nextclade_sars-cov-2_MN908947_2022-01-18T12_00_00Z.tar.gz)	COMPLETED	0	2022-02-14 11:39:51.694	1s	49ms	117.1%	6.9 MB	11.1 MB	12.2 MB	21.8 MB
9	51/8662a5	1182555	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4542)	COMPLETED	0	2022-02-14 11:39:52.041	1.3s	0ms	98.9%	7.7 MB	24 MB	417.5 KB	380.5 KB
14	d6/891a27	1183021	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (3182)	COMPLETED	0	2022-02-14 11:39:53.334	1.1s	1s	105.1%	14.7 MB	29.6 MB	1.2 MB	606 KB
15	27/b85b4f	1183274	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (3182)	COMPLETED	0	2022-02-14 11:39:54.409	4.2s	3s	153.8%	275.2 MB	4.6 GB	20.4 MB	2.5 MB
17	79/da9359	1183683	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4534)	COMPLETED	0	2022-02-14 11:39:58.621	4.3s	3s	133.2%	1.3 GB	1.7 GB	32.8 MB	13.9 MB
16	be/9df4ed	1184143	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4534)	COMPLETED	0	2022-02-14 11:40:02.943	6.2s	4s	147.3%	420.8 MB	4.6 GB	32.7 MB	2.2 MB
19	59/684c65	1184660	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (3165)	COMPLETED	0	2022-02-14 11:40:09.152	4.2s	3s	204.5%	300.1 MB	4.6 GB	23.2 MB	2.4 MB
18	ea/85fcad	1185112	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (3165)	COMPLETED	0	2022-02-14 11:40:13.394	2s	2s	127.6%	956.8 MB	1.1 GB	12.7 MB	3.7 MB
20	5a/80a241	1185455	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4538)	COMPLETED	0	2022-02-14 11:40:15.435	3.4s	3s	125.6%	966.4 MB	1.1 GB	19.5 MB	6.5 MB
21	2f/c486f7	1185820	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4538)	COMPLETED	0	2022-02-14 11:40:18.832	4.3s	2s	224.7%	295.9 MB	4.6 GB	25.8 MB	2.5 MB
5	71/e1f3e0	1186228	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (SARS-CoV-2.reference.fasta)	COMPLETED	0	2022-02-14 11:40:23.138	1s	0ms	148.2%	9.7 MB	14.9 MB	1.8 MB	8.4 MB
22	d6/0be035	1186684	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTP (4535)	COMPLETED	0	2022-02-14 11:40:24.168	2.1s	1s	120.0%	970.1 MB	1.1 GB	12.3 MB	3.6 MB
23	8a/7517c3	1186983	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_RAW (4535)	COMPLETED	0	2022-02-14 11:40:26.253	4.2s	3s	198.4%	302.7 MB	4.6 GB	23.1 MB	2.4 MB
3	8f/288008	1187388	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (SARS-CoV-2.scheme.bed)	COMPLETED	0	2022-02-14 11:40:30.434	841ms	0ms	101.8%	11 MB	16 MB	682.8 KB	4.3 KB
24	16/aed736	1187670	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4542)	COMPLETED	0	2022-02-14 11:40:31.283	4.3s	3s	155.1%	259 MB	4.6 GB	20 MB	2 MB
25	67/d75774	1188076	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (3182)	COMPLETED	0	2022-02-14 11:40:35.538	4.2s	2s	193.5%	300.6 MB	4.6 GB	20.4 MB	2.6 MB
26	1c/36c7ef	1188526	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4534)	COMPLETED	0	2022-02-14 11:40:39.698	5.2s	3s	164.7%	393.6 MB	4.6 GB	33.6 MB	2.3 MB
27	38/bc9889	1189030	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (3165)	COMPLETED	0	2022-02-14 11:40:44.861	4.1s	2s	211.4%	301.7 MB	4.6 GB	23.5 MB	2.5 MB
28	7a/907bf7	1189466	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4538)	COMPLETED	0	2022-02-14 11:40:48.958	5.1s	3s	156.4%	292.3 MB	4.6 GB	26.4 MB	2.6 MB
32	ca/552b21	1189926	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (3165)	COMPLETED	0	2022-02-14 11:40:54.049	2.7s	2s	971.5%	158.9 MB	1.9 GB	44.8 MB	36.3 MB
29	ad/d29e32	1190383	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4542)	COMPLETED	0	2022-02-14 11:40:56.764	924ms	0ms	119.1%	11.2 MB	22.8 MB	10.2 MB	1.2 MB
33	d8/be1ed9	1190695	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4538)	COMPLETED	0	2022-02-14 11:40:57.690	3.1s	2s	1057.0%	162.2 MB	1.9 GB	82.9 MB	75.2 MB
31	31/54e5d5	1191222	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4534)	COMPLETED	0	2022-02-14 11:41:00.770	11.5s	10s	1165.3%	170 MB	1.9 GB	143.9 MB	136.8 MB
30	b5/195853	1192679	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (3182)	COMPLETED	0	2022-02-14 11:41:12.234	1.4s	1s	714.0%	11.3 MB	22.8 MB	12.1 MB	3.1 MB
34	d1/597331	1193036	NFCORE_VIRALRECON:ILLUMINA:FASTQC_FASTP:FASTQC_TRIM (4535)	COMPLETED	0	2022-02-14 11:41:13.660	4.1s	2s	176.5%	281.6 MB	4.7 GB	23.3 MB	2.5 MB
35	a4/784b5a	1193437	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BOWTIE2_ALIGN (4535)	COMPLETED	0	2022-02-14 11:41:17.811	3.4s	2s	1095.3%	160.4 MB	1.9 GB	41.8 MB	33.2 MB
36	44/b7c441	1193963	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (3165)	COMPLETED	0	2022-02-14 11:41:21.212	1.1s	0ms	347.2%	26.9 MB	5 GB	4 MB	3.8 MB
37	d2/776c3c	1194223	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (4542)	COMPLETED	0	2022-02-14 11:41:22.267	1s	0ms	65.8%	10.6 MB	5.5 GB	237.2 KB	110.1 KB
42	04/81dd53	1194224	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (3165)	COMPLETED	0	2022-02-14 11:41:22.272	1.1s	1s	112.9%	6.6 MB	220.8 MB	3.9 MB	4.9 KB
43	39/e6e280	1194714	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (4542)	COMPLETED	0	2022-02-14 11:41:23.313	1.1s	0ms	50.0%	3 MB	5.4 MB	214.6 KB	4.9 KB
38	4a/cc2660	1194713	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (4538)	COMPLETED	0	2022-02-14 11:41:23.309	1.1s	1s	333.6%	29.7 MB	5.1 GB	7.6 MB	7.2 MB
44	b3/e7b3cd	1195229	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (4538)	COMPLETED	0	2022-02-14 11:41:24.396	1.1s	0ms	124.9%	6.7 MB	220.8 MB	7.3 MB	4.9 KB
39	2f/9b5546	1195228	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (4534)	COMPLETED	0	2022-02-14 11:41:24.393	1.4s	0ms	457.5%	32.4 MB	5.1 GB	15.6 MB	15.2 MB
40	c3/7bfae9	1195729	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (3182)	COMPLETED	0	2022-02-14 11:41:25.823	1.1s	0ms	103.9%	10.3 MB	5.2 GB	463.8 KB	342.1 KB
45	97/129b54	1195730	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (4534)	COMPLETED	0	2022-02-14 11:41:25.832	1.3s	0ms	125.0%	6.4 MB	220.8 MB	15.3 MB	4.9 KB
46	df/1cfc18	1196205	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (3182)	COMPLETED	0	2022-02-14 11:41:26.939	697ms	0ms	72.7%	3.1 MB	5.4 MB	446.6 KB	4.9 KB
41	ff/9cc56a	1196204	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (4535)	COMPLETED	0	2022-02-14 11:41:26.935	871ms	0ms	369.2%	30.7 MB	5.1 GB	3.8 MB	3.6 MB
47	38/9c604d	1196722	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (4535)	COMPLETED	0	2022-02-14 11:41:27.825	781ms	0ms	111.6%	6.6 MB	220.8 MB	3.7 MB	4.9 KB
59	c2/9919ac	1196969	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (3182)	COMPLETED	0	2022-02-14 11:41:28.626	1.4s	0ms	117.1%	3.2 MB	5.4 MB	113.8 KB	4.8 KB
56	14/99d3c4	1196962	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (4534)	COMPLETED	0	2022-02-14 11:41:28.619	1.5s	0ms	109.6%	3 MB	5.4 MB	113.8 KB	4.8 KB
54	9d/e01f3d	1196963	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (4538)	COMPLETED	0	2022-02-14 11:41:28.623	1.5s	0ms	101.3%	3.1 MB	5.4 MB	113.8 KB	4.8 KB
48	e7/3ed771	1196981	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3165)	COMPLETED	0	2022-02-14 11:41:28.629	1.8s	0ms	132.0%	6.6 MB	220.8 MB	3.9 MB	5.2 KB
57	65/eb9860	1197002	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (4538)	COMPLETED	0	2022-02-14 11:41:28.633	1.9s	0ms	130.9%	6.6 MB	220.8 MB	7.3 MB	5.2 KB
61	09/99cecf	1197910	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (4534)	COMPLETED	0	2022-02-14 11:41:30.069	1.2s	0ms	118.2%	6.5 MB	220.8 MB	15.3 MB	5.2 KB
51	ab/ae1603	1198159	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (4542)	COMPLETED	0	2022-02-14 11:41:30.149	1.1s	0ms	66.7%	3.1 MB	5.4 MB	113.8 KB	4.8 KB
49	23/95c6cc	1198011	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (3165)	COMPLETED	0	2022-02-14 11:41:30.117	1.2s	0ms	76.2%	3.1 MB	5.4 MB	113.8 KB	4.8 KB
55	95/b9a22c	1198431	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3182)	COMPLETED	0	2022-02-14 11:41:30.549	1.3s	0ms	133.3%	3 MB	5.4 MB	446.7 KB	5.2 KB
52	ff/98cccf	1198333	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (4542)	COMPLETED	0	2022-02-14 11:41:30.470	1.5s	0ms	69.6%	3.1 MB	5.4 MB	214.7 KB	5.2 KB
53	1d/0ab129	1199086	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (4542)	COMPLETED	0	2022-02-14 11:41:31.278	1.3s	0ms	84.2%	3 MB	5.4 MB	215 KB	48.6 KB
63	e3/9d414a	1199064	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (4535)	COMPLETED	0	2022-02-14 11:41:31.265	1.4s	0ms	64.0%	3 MB	5.4 MB	113.8 KB	4.8 KB
50	07/0cf986	1199154	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (3165)	COMPLETED	0	2022-02-14 11:41:31.326	1.4s	0ms	130.9%	7.5 MB	221.9 MB	3.9 MB	99.6 KB
64	2b/526b92	1199603	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (3182)	COMPLETED	0	2022-02-14 11:41:31.871	1.4s	0ms	72.7%	7.6 MB	222.1 MB	447 KB	82.9 KB
60	37/2d84d7	1199703	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (4534)	COMPLETED	0	2022-02-14 11:41:31.936	1.8s	1s	135.1%	7.5 MB	222.1 MB	15.3 MB	114.1 KB
62	89/8389d9	1200222	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (4535)	COMPLETED	0	2022-02-14 11:41:32.614	1.2s	0ms	123.1%	6.6 MB	220.8 MB	3.7 MB	5.2 KB
65	9f/8e511d	1200360	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (4535)	COMPLETED	0	2022-02-14 11:41:32.702	1.4s	0ms	134.0%	7.2 MB	221.9 MB	3.7 MB	94.4 KB
58	fe/c5d7e6	1200306	NFCORE_VIRALRECON:ILLUMINA:ALIGN_BOWTIE2:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (4538)	COMPLETED	0	2022-02-14 11:41:32.656	1.6s	0ms	133.0%	7.6 MB	221.9 MB	7.3 MB	109.1 KB
68	c7/e763a3	1201184	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (3165)	COMPLETED	0	2022-02-14 11:41:33.800	967ms	0ms	66.1%	6.4 MB	12.2 MB	3.8 MB	118.1 KB
67	e5/55ad88	1201537	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (3165)	COMPLETED	0	2022-02-14 11:41:34.769	753ms	0ms	75.6%	6.8 MB	12.8 MB	3.8 MB	180.3 KB
70	c3/362bb2	1201775	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (4538)	COMPLETED	0	2022-02-14 11:41:35.524	931ms	1s	89.8%	6.7 MB	12.8 MB	7.3 MB	311 KB
71	f2/1b41fc	1202016	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (4538)	COMPLETED	0	2022-02-14 11:41:36.459	946ms	1s	91.9%	6.4 MB	12.2 MB	7.3 MB	216.8 KB
73	c9/0ac88b	1202252	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (4534)	COMPLETED	0	2022-02-14 11:41:37.408	956ms	0ms	93.8%	6.8 MB	12.8 MB	15.2 MB	496.9 KB
74	98/1a7a6e	1202492	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (4534)	COMPLETED	0	2022-02-14 11:41:38.368	927ms	1s	87.8%	6.4 MB	12.2 MB	15.2 MB	308.7 KB
76	82/acc722	1202730	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (3182)	COMPLETED	0	2022-02-14 11:41:39.297	828ms	0ms	63.2%	7.5 MB	13.9 MB	420.5 KB	42.8 KB
77	c1/22666e	1202965	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (3182)	COMPLETED	0	2022-02-14 11:41:40.131	979ms	0ms	83.5%	3 MB	5.4 MB	416.5 KB	34.9 KB
80	75/6a9f46	1203203	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (4542)	COMPLETED	0	2022-02-14 11:41:41.112	847ms	0ms	43.8%	7.4 MB	13.9 MB	188.5 KB	44.7 KB
79	46/d34a7c	1203441	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (4542)	COMPLETED	0	2022-02-14 11:41:41.962	791ms	0ms	54.2%	7.4 MB	13.7 MB	184.5 KB	38.3 KB
69	32/f8eb6e	1203678	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (4538)	COMPLETED	0	2022-02-14 11:41:42.756	6.6s	4s	140.6%	123 MB	188.4 MB	57.4 MB	50 MB
84	b2/b8a5bc	1204542	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (4538)	COMPLETED	0	2022-02-14 11:41:50.363	1.2s	1s	80.3%	9.3 MB	14.7 MB	9.3 MB	50.4 KB
85	5c/fa36d4	1204965	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4538)	COMPLETED	0	2022-02-14 11:41:52.588	785ms	0ms	97.0%	3.1 MB	5.4 MB	86.1 KB	4.7 KB
66	84/dec107	1204281	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (3165)	COMPLETED	0	2022-02-14 11:41:49.360	4.7s	3s	128.2%	59 MB	107.4 MB	29.2 MB	25.3 MB
90	49/ad9760	1205268	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (3165)	COMPLETED	0	2022-02-14 11:41:54.053	1.4s	1s	93.8%	10.9 MB	16.2 MB	9.3 MB	45.3 KB
75	97/129144	1205266	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (3182)	COMPLETED	0	2022-02-14 11:41:54.050	2.9s	1s	107.2%	10.5 MB	43.5 MB	2.8 MB	2.3 MB
91	47/397077	1205767	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (3165)	COMPLETED	0	2022-02-14 11:41:56.446	874ms	0ms	61.5%	3.1 MB	5.4 MB	85.1 KB	4.6 KB
92	2c/535c5a	1205913	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (3182)	COMPLETED	0	2022-02-14 11:41:56.930	1.1s	0ms	94.3%	11 MB	16.2 MB	9.3 MB	14.9 KB
97	3a/8e1be6	1206600	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (3182)	COMPLETED	0	2022-02-14 11:41:59.055	726ms	0ms	44.4%	3.1 MB	5.4 MB	79 KB	3.7 KB
78	d4/11b00d	1205906	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (4542)	COMPLETED	0	2022-02-14 11:41:56.925	3.6s	2s	101.2%	12.4 MB	45.4 MB	1.4 MB	1.1 MB
83	0b/e9d236	1206894	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (4535)	COMPLETED	0	2022-02-14 11:42:00.500	1s	0ms	68.1%	6.4 MB	12.2 MB	3.7 MB	88 KB
102	8c/b9f8bd	1206895	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (4542)	COMPLETED	0	2022-02-14 11:42:00.510	1.5s	0ms	99.0%	11 MB	16.2 MB	9.3 MB	17.4 KB
82	0c/066341	1207328	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (4535)	COMPLETED	0	2022-02-14 11:42:01.536	873ms	0ms	59.3%	6.9 MB	12.8 MB	3.7 MB	136.8 KB
104	c1/df2c40	1207632	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4542)	COMPLETED	0	2022-02-14 11:42:02.428	1s	0ms	50.0%	3.1 MB	5.4 MB	79.5 KB	3.7 KB
81	dc/d0ace4	1207630	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (4535)	COMPLETED	0	2022-02-14 11:42:02.415	4.5s	2s	130.6%	55.1 MB	103.9 MB	27.3 MB	23.5 MB
110	c4/0cc5b3	1208308	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (4535)	COMPLETED	0	2022-02-14 11:42:06.902	1.5s	1s	98.5%	11 MB	16.2 MB	9.3 MB	28.4 KB
111	f3/007a8a	1208871	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4535)	COMPLETED	0	2022-02-14 11:42:09.450	613ms	0ms	66.7%	3.1 MB	5.4 MB	81.7 KB	4.2 KB
72	50/03a6f2	1208307	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (4534)	COMPLETED	0	2022-02-14 11:42:06.900	8.8s	7s	152.6%	157.7 MB	254.6 MB	110.5 MB	95.2 MB
88	25/4c3366	1209578	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (4538)	COMPLETED	0	2022-02-14 11:42:15.718	945ms	0ms	289.7%	3.1 MB	5.4 MB	90.9 KB	2.6 KB
116	aa/35cabc	1209579	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (4534)	COMPLETED	0	2022-02-14 11:42:15.721	1.4s	0ms	100.0%	11.1 MB	16.2 MB	9.3 MB	72.8 KB
87	01/c70070	1210091	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (4538)	COMPLETED	0	2022-02-14 11:42:16.666	796ms	0ms	69.6%	3 MB	5.4 MB	77.7 KB	3.1 KB
86	c5/2f7546	1210390	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (4538)	COMPLETED	0	2022-02-14 11:42:17.465	1s	0ms	141.2%	3 MB	5.4 MB	90.7 KB	4.9 KB
119	74/7f503e	1210391	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4534)	COMPLETED	0	2022-02-14 11:42:17.469	1s	0ms	66.7%	3.1 MB	5.4 MB	90.6 KB	5.6 KB
89	b7/51f0cd	1210920	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (4538)	COMPLETED	0	2022-02-14 11:42:18.495	3.5s	3s	93.9%	155.8 MB	40.2 GB	19.4 MB	237.9 KB
118	29/2b4fe5	1210877	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (4538)	COMPLETED	0	2022-02-14 11:42:18.473	4.1s	3s	90.8%	58.3 MB	70.3 MB	58.9 MB	51 MB
