task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
196	be/6e3304	1241224	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4542.consensus.fa)	COMPLETED	0	2022-02-14 11:44:22.035	4.7s	3s	124.8%	356.6 MB	2.4 GB	23.2 MB	2.6 MB
195	65/602639	1241675	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4542)	COMPLETED	0	2022-02-14 11:44:26.729	1.8s	1s	249.1%	10.7 MB	15.7 MB	27.2 MB	30.4 KB
197	32/9dc553	1242126	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (4534)	COMPLETED	0	2022-02-14 11:44:28.552	809ms	0ms	246.2%	3.1 MB	5.4 MB	154.8 KB	60.2 KB
202	69/e3f52e	1242401	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (4534)	COMPLETED	0	2022-02-14 11:44:29.366	1s	5ms	106.7%	0	0	124.6 KB	31.1 KB
199	18/9b0a8c	1242400	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4535.consensus.fa)	COMPLETED	0	2022-02-14 11:44:29.363	5.1s	3s	126.9%	348.6 MB	2.4 GB	23.2 MB	2.5 MB
203	19/189a58	1243032	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:NEXTCLADE_RUN (4534)	COMPLETED	0	2022-02-14 11:44:31.401	4.9s	4s	100.8%	245.9 MB	322.9 MB	8.4 MB	9 MB
200	2d/2572d8	1243467	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4535)	COMPLETED	0	2022-02-14 11:44:34.458	1.8s	1s	254.4%	10.8 MB	15.7 MB	27.2 MB	30.4 KB
206	1d/286c41	-	NFCORE_VIRALRECON:ILLUMINA:MULTIQC_TSV_NEXTCLADE	COMPLETED	-	2022-02-14 11:44:36.299	2ms	1ms	-	-	-	-	-
205	11/a0b816	1243997	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4534.consensus.fa)	COMPLETED	0	2022-02-14 11:44:36.296	4.9s	3s	126.1%	349.4 MB	2.4 GB	23.2 MB	2.6 MB
204	4f/2eea46	1244409	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4534)	COMPLETED	0	2022-02-14 11:44:41.198	7.4s	7s	187.2%	561.3 MB	4.9 GB	156.7 MB	288.3 KB
207	58/90d1ba	1245433	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2022-02-14 11:44:48.571	2s	1s	81.6%	80.6 MB	2.1 GB	11.3 MB	37.4 KB
208	08/b07b8a	1245837	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2022-02-14 11:44:50.654	836ms	111ms	83.8%	6.5 MB	12.3 MB	920.3 KB	8.5 KB
209	9d/c10f36	1246075	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2022-02-14 11:44:51.501	15.1s	14.3s	101.4%	118.6 MB	2.2 GB	69.8 MB	25.5 MB
