task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
87	4f/9c6b24	1647315	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4581_P0)	COMPLETED	0	2022-03-02 23:13:14.186	886ms	0ms	61.5%	2.9 MB	5.4 MB	129.4 KB	10 KB
88	c4/0b7f39	1647527	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4649_P0)	COMPLETED	0	2022-03-02 23:13:15.081	763ms	0ms	66.7%	2.9 MB	5.4 MB	128.9 KB	10.1 KB
89	00/96994c	1647745	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (4658_P0)	COMPLETED	0	2022-03-02 23:13:15.855	807ms	0ms	61.5%	3 MB	5.4 MB	74.4 KB	3.1 KB
91	03/cadd56	1647965	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (4658_P0)	COMPLETED	0	2022-03-02 23:13:16.668	795ms	0ms	106.7%	3 MB	5.4 MB	88.2 KB	4.7 KB
92	45/c6e333	1648188	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (4645_P0)	COMPLETED	0	2022-03-02 23:13:17.470	839ms	0ms	85.7%	3 MB	5.4 MB	87.8 KB	4 KB
93	f8/7389d5	1648405	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (4645_P0)	COMPLETED	0	2022-03-02 23:13:18.312	856ms	0ms	57.1%	3 MB	5.4 MB	74.3 KB	3.1 KB
95	0b/a913d6	1648621	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4658_P0)	COMPLETED	0	2022-03-02 23:13:19.172	977ms	0ms	92.3%	2.9 MB	5.4 MB	135.2 KB	10.7 KB
96	32/58b204	1648836	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (4645_P0)	COMPLETED	0	2022-03-02 23:13:20.153	849ms	0ms	70.6%	2.9 MB	5.4 MB	127.2 KB	9.9 KB
97	37/8be641	1649062	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (4581_P0)	COMPLETED	0	2022-03-02 23:13:21.006	1.8s	0ms	40.0%	4.7 MB	26.5 MB	50.3 KB	444 B
98	e9/01e157	1649285	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (4649_P0)	COMPLETED	0	2022-03-02 23:13:22.783	1.9s	0ms	44.4%	2.8 MB	11 MB	50.3 KB	432 B
99	14/40a8be	1649511	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (4658_P0)	COMPLETED	0	2022-03-02 23:13:24.651	1.8s	0ms	44.4%	2.6 MB	11 MB	49.4 KB	431 B
100	f4/9d1021	1649735	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (4645_P0)	COMPLETED	0	2022-03-02 23:13:26.461	1.9s	0ms	100.0%	2.8 MB	11 MB	50.2 KB	433 B
101	fb/128481	1649958	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (4581_P0)	COMPLETED	0	2022-03-02 23:13:28.359	1.9s	1s	150.5%	10.5 MB	15.6 MB	16 MB	63.5 KB
103	05/65154a	1650217	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (4581_P0)	COMPLETED	0	2022-03-02 23:13:30.237	819ms	0ms	80.0%	3 MB	5.4 MB	94.6 KB	3.6 KB
102	38/8b3139	1650436	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (4581_P0)	COMPLETED	0	2022-03-02 23:13:31.063	874ms	0ms	100.0%	3 MB	5.4 MB	79.3 KB	3.2 KB
105	7c/2155ee	1650651	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (4649_P0)	COMPLETED	0	2022-03-02 23:13:31.941	970ms	0ms	66.7%	3 MB	5.4 MB	94.7 KB	3.6 KB
104	ba/c6117a	1650868	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (4649_P0)	COMPLETED	0	2022-03-02 23:13:32.919	1.7s	1s	169.0%	11.5 MB	16.5 MB	16 MB	62.5 KB
106	95/2a42a6	1651124	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (4649_P0)	COMPLETED	0	2022-03-02 23:13:34.573	776ms	0ms	66.7%	3 MB	5.4 MB	79.4 KB	3.2 KB
107	22/4d6d6c	1651337	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (4658_P0)	COMPLETED	0	2022-03-02 23:13:35.356	860ms	0ms	75.0%	2.9 MB	5.4 MB	80 KB	3.2 KB
108	6a/f5641d	1651550	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (4658_P0)	COMPLETED	0	2022-03-02 23:13:36.224	1.7s	1s	162.2%	11.1 MB	16.3 MB	16 MB	68.8 KB
109	0a/6b7d21	1651805	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (4658_P0)	COMPLETED	0	2022-03-02 23:13:37.956	855ms	0ms	100.0%	3 MB	5.4 MB	95.3 KB	3.6 KB
110	d2/952c49	1652027	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (4645_P0)	COMPLETED	0	2022-03-02 23:13:38.816	893ms	0ms	100.0%	2.9 MB	5.4 MB	94.5 KB	3.6 KB
111	ad/f99d8a	1652246	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (4645_P0)	COMPLETED	0	2022-03-02 23:13:39.714	1.6s	1s	166.6%	11 MB	16.3 MB	16 MB	60.9 KB
112	51/f171e7	1652506	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (4645_P0)	COMPLETED	0	2022-03-02 23:13:41.336	836ms	0ms	66.7%	3 MB	5.4 MB	79.2 KB	3.2 KB
113	7b/c57eaf	1652723	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (4581_P0)	COMPLETED	0	2022-03-02 23:13:42.177	2s	0ms	57.1%	2.8 MB	11 MB	77.6 KB	30.1 KB
114	ee/380172	1652944	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (4649_P0)	COMPLETED	0	2022-03-02 23:13:44.190	1.9s	0ms	50.0%	2.7 MB	11 MB	77.6 KB	30.1 KB
115	15/fa3fe3	1653164	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (4658_P0)	COMPLETED	0	2022-03-02 23:13:46.094	1.7s	0ms	44.4%	2.8 MB	11 MB	77.6 KB	30.1 KB
116	04/1b47e0	1653383	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (4645_P0)	COMPLETED	0	2022-03-02 23:13:47.823	1.9s	0ms	100.0%	2.8 MB	11 MB	77.6 KB	30.1 KB
117	23/42f687	1653604	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (4581_P0)	COMPLETED	0	2022-03-02 23:13:49.774	832ms	0ms	133.3%	3 MB	5.4 MB	150.9 KB	60.1 KB
118	28/2e60f3	1653825	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (4649_P0)	COMPLETED	0	2022-03-02 23:13:50.611	877ms	0ms	114.3%	2.9 MB	5.4 MB	151 KB	60.1 KB
119	d4/980007	1654047	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (4658_P0)	COMPLETED	0	2022-03-02 23:13:51.493	813ms	0ms	133.3%	3 MB	5.4 MB	151.4 KB	60.1 KB
120	e5/22e0bc	1654272	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (4645_P0)	COMPLETED	0	2022-03-02 23:13:52.310	820ms	0ms	114.3%	2.9 MB	5.4 MB	151.1 KB	60.1 KB
122	16/84eff0	1654498	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (4649_P0)	COMPLETED	0	2022-03-02 23:13:53.150	1.1s	14ms	66.7%	0	0	120.7 KB	31.1 KB
121	d7/006f3a	1654493	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (4581_P0)	COMPLETED	0	2022-03-02 23:13:53.136	1.2s	16ms	72.7%	0	0	120.7 KB	31.1 KB
123	e9/110abc	1655038	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (4658_P0)	COMPLETED	0	2022-03-02 23:13:54.239	901ms	18ms	61.5%	0	0	120.7 KB	31.1 KB
124	72/626ce9	1655076	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (4645_P0)	COMPLETED	0	2022-03-02 23:13:54.365	1.1s	15ms	72.7%	2.8 MB	3.9 MB	120.7 KB	31.1 KB
125	1b/5cd796	1655608	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4649_P0)	COMPLETED	0	2022-03-02 23:13:55.442	17.1s	17s	101.1%	657.1 MB	2.1 GB	156.7 MB	288.4 KB
126	7a/b973c0	1656709	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:NEXTCLADE_RUN (4649_P0)	COMPLETED	0	2022-03-02 23:14:12.567	9.7s	8s	96.6%	364.3 MB	449.4 MB	8.4 MB	8.9 MB
127	91/d88a45	1657380	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4649_P0.consensus.fa)	COMPLETED	0	2022-03-02 23:14:22.264	9.5s	8s	94.9%	384.3 MB	990.1 MB	23.2 MB	2.6 MB
128	99/591a8b	1657974	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4581_P0.consensus.fa)	COMPLETED	0	2022-03-02 23:14:31.790	10.1s	8s	100.2%	384.2 MB	990.1 MB	23.2 MB	2.6 MB
129	e0/9175b1	1658555	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4581_P0)	COMPLETED	0	2022-03-02 23:14:41.912	17.8s	16s	100.9%	897.4 MB	2.1 GB	156.7 MB	288.4 KB
130	3a/30f914	1659611	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:NEXTCLADE_RUN (4581_P0)	COMPLETED	0	2022-03-02 23:14:59.736	11.1s	9s	96.3%	366.7 MB	449.4 MB	8.4 MB	8.9 MB
131	e3/d948bd	1660283	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4658_P0)	COMPLETED	0	2022-03-02 23:15:10.871	17.9s	16s	102.6%	783 MB	2.1 GB	156.7 MB	288.4 KB
132	a5/6d5754	1661343	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:NEXTCLADE_RUN (4658_P0)	COMPLETED	0	2022-03-02 23:15:28.796	9.5s	8s	101.0%	360.8 MB	424.9 MB	8.4 MB	9 MB
133	20/e39ec2	1661968	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4658_P0.consensus.fa)	COMPLETED	0	2022-03-02 23:15:38.282	9.5s	6s	93.5%	393.6 MB	999 MB	23.2 MB	2.6 MB
134	39/d3be5a	1662580	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PANGOLIN (4645_P0)	COMPLETED	0	2022-03-02 23:15:47.766	17.3s	15s	103.2%	523.7 MB	1.8 GB	156.7 MB	288.4 KB
136	23/5ca8cf	1663698	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (4645_P0.consensus.fa)	COMPLETED	0	2022-03-02 23:16:05.058	9.7s	7s	98.7%	384.2 MB	990.1 MB	23.2 MB	2.6 MB
135	ac/cc35be	1664356	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:NEXTCLADE_RUN (4645_P0)	COMPLETED	0	2022-03-02 23:16:14.713	11.4s	9s	96.0%	366.2 MB	513.4 MB	8.4 MB	8.9 MB
138	36/5ece18	-	NFCORE_VIRALRECON:ILLUMINA:MULTIQC_TSV_NEXTCLADE	COMPLETED	-	2022-03-02 23:16:26.141	14ms	3ms	-	-	-	-	-
137	80/9d2414	1665038	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2022-03-02 23:16:26.101	4.3s	2s	74.3%	79.5 MB	545.7 MB	11.1 MB	39.6 KB
139	81/94f860	1665413	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2022-03-02 23:16:30.696	1.9s	149ms	87.5%	6.8 MB	12.8 MB	917.1 KB	8.3 KB
140	58/3ae6c0	1665598	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2022-03-02 23:16:32.681	32s	30s	89.1%	111 MB	653.7 MB	68.8 MB	23.5 MB
